1,1,7,37,1.139777
1,1,7,22,1.158461
1,1,7,38,1.180978
1,1,7,39,1.187509
1,1,7,75,1.217173
1,2,8,19,1.247409
1,2,7,23,1.267474
1,2,7,58,1.273454
1,2,7,57,1.290427
1,2,7,24,1.292108
1,3,7,72,1.229857
1,3,8,19,1.251396
1,3,7,23,1.265342
1,3,7,20,1.270969
1,3,7,58,1.277851
1,4,7,37,1.112346
1,4,7,22,1.166364
1,4,7,72,1.167578
1,4,7,75,1.187607
1,4,7,38,1.188971
1,5,7,72,1.132049
1,5,7,37,1.133388
1,5,7,22,1.16299
1,5,7,38,1.185976
1,5,7,75,1.186617
1,6,4,13,1.202042
1,6,7,72,1.225505
1,6,7,9,1.22842
1,6,7,10,1.229698
1,6,7,35,1.241675
1,7,7,9,1.22052
1,7,7,10,1.22193
1,7,4,13,1.223123
1,7,7,72,1.225
1,7,7,35,1.241675
1,8,7,21,1.178212
1,8,7,38,1.190342
1,8,7,39,1.194869
1,8,7,37,1.215749
1,8,7,36,1.23291
1,9,8,27,1.30574
1,9,7,36,1.379508
1,9,7,38,1.405184
1,9,7,22,1.408914
1,9,7,37,1.421932
1,10,8,27,1.440032
1,10,8,29,1.441239
1,10,8,31,1.553455
1,10,10,27,1.563746
1,10,4,21,1.65866
1,11,4,21,1.729242
1,11,4,22,1.734651
1,11,4,12,1.799359
1,11,5,52,1.836659
1,11,8,29,1.861589
1,12,4,21,1.398464
1,12,10,27,1.542089
1,12,4,14,1.666994
1,12,8,31,1.696228
1,12,10,40,1.700398
1,13,4,18,1.249662
1,13,8,19,1.293949
1,13,7,71,1.310718
1,13,7,54,1.317498
1,13,7,25,1.333964
1,14,8,31,1.265884
1,14,8,16,1.288717
1,14,10,43,1.311564
1,14,8,17,1.375721
1,14,10,27,1.380904
1,15,7,22,1.366501
1,15,4,18,1.367935
1,15,8,19,1.373139
1,15,7,41,1.374964
1,15,7,58,1.382861
1,16,8,16,1.248352
1,16,8,31,1.268756
1,16,10,43,1.301298
1,16,7,22,1.308172
1,16,7,41,1.316732
1,17,4,21,1.572972
1,17,10,27,1.715796
1,17,5,36,1.842971
1,17,5,31,1.855439
1,17,3,21,1.860881
1,18,4,14,1.451257
1,18,4,21,1.567644
1,18,10,27,1.6737
1,18,5,25,1.678307
1,18,5,26,1.696228
1,19,7,54,1.367951
1,19,7,55,1.373816
1,19,7,18,1.398453
1,19,8,31,1.403135
1,19,7,74,1.408542
1,20,7,54,1.321893
1,20,7,55,1.327854
1,20,8,31,1.346235
1,20,7,74,1.362041
1,20,7,75,1.37566
1,21,4,14,1.534013
1,21,4,21,1.557649
1,21,10,27,1.596589
1,21,10,52,1.696117
1,21,10,51,1.696865
1,22,8,16,1.238739
1,22,10,43,1.320016
1,22,8,31,1.326899
1,22,3,31,1.350403
1,22,8,17,1.368718
1,23,7,72,1.321964
1,23,10,43,1.325903
1,23,7,37,1.334745
1,23,7,35,1.336305
1,23,7,38,1.339384
1,24,10,39,1.25309
1,24,10,38,1.260068
1,24,7,72,1.280282
1,24,7,75,1.281936
1,24,7,35,1.286701
1,25,7,75,1.145876
1,25,7,72,1.157023
1,25,7,37,1.183967
1,25,7,19,1.225759
1,25,8,20,1.261909
1,26,7,75,1.139561
1,26,7,37,1.146123
1,26,7,72,1.178693
1,26,7,58,1.230178
1,26,7,57,1.23096
1,27,7,37,1.108176
1,27,7,72,1.186822
1,27,7,57,1.230827
1,27,7,36,1.232649
1,27,7,19,1.234913
1,28,7,19,1.194101
1,28,7,62,1.255901
1,28,5,24,1.265877
1,28,8,27,1.272363
1,28,7,72,1.276083
1,29,8,31,1.262408
1,29,5,24,1.272628
1,29,5,26,1.285159
1,29,5,25,1.290079
1,29,8,25,1.333887
1,30,7,37,1.088584
1,30,7,39,1.153953
1,30,7,41,1.159517
1,30,7,61,1.163481
1,30,7,38,1.179667
1,31,7,37,1.107489
1,31,7,38,1.131403
1,31,7,41,1.133842
1,31,7,57,1.159283
1,31,7,58,1.163064
1,32,7,37,1.146757
1,32,7,75,1.218087
1,32,7,38,1.21853
1,32,7,39,1.227269
1,32,5,24,1.228889
1,33,7,37,1.106879
1,33,7,55,1.207884
1,33,7,38,1.222117
1,33,7,75,1.223873
1,33,7,39,1.231086
1,34,7,19,1.196763
1,34,5,24,1.277868
1,34,7,75,1.311625
1,34,7,55,1.318018
1,34,7,41,1.344981
1,35,7,19,1.210537
1,35,7,23,1.220047
1,35,7,20,1.22113
1,35,7,21,1.226548
1,35,7,56,1.243323
1,36,7,4,1.174332
1,36,7,52,1.183443
1,36,7,49,1.18657
1,36,7,46,1.198307
1,36,7,47,1.198574
1,37,7,51,1.153806
1,37,7,52,1.18718
1,37,7,62,1.19412
1,37,7,60,1.200626
1,37,7,35,1.201357
1,38,7,37,1.22889
1,38,8,18,1.231211
1,38,10,38,1.231716
1,38,10,53,1.240839
1,38,7,55,1.24359
1,39,7,37,1.142671
1,39,7,38,1.155597
1,39,7,58,1.157457
1,39,7,75,1.15776
1,39,7,57,1.162478
1,40,7,72,1.140666
1,40,7,58,1.14115
1,40,7,57,1.15892
1,40,7,56,1.170339
1,40,7,20,1.201079
1,41,7,44,1.1249
1,41,7,61,1.134034
1,41,7,62,1.154521
1,41,7,41,1.171606
1,41,7,59,1.195545
1,42,7,39,1.09651
1,42,7,38,1.103036
1,42,7,37,1.104681
1,42,7,21,1.143846
1,42,7,20,1.143876
1,43,7,39,1.123046
1,43,7,38,1.136174
1,43,7,37,1.137934
1,43,7,41,1.150336
1,43,7,22,1.156235
1,44,7,49,1.10162
1,44,7,62,1.10805
1,44,7,63,1.11376
1,44,7,72,1.123699
1,44,7,17,1.135932
1,45,7,74,1.202871
1,45,7,75,1.208161
1,45,7,38,1.212058
1,45,7,55,1.229453
1,45,7,19,1.245929
1,46,8,27,1.232762
1,46,7,41,1.283811
1,46,7,22,1.300094
1,46,7,37,1.313403
1,46,8,29,1.318299
1,47,7,74,1.127095
1,47,7,41,1.18653
1,47,7,40,1.192025
1,47,7,19,1.19576
1,47,7,3,1.215001
1,48,7,37,1.142434
1,48,7,39,1.185847
1,48,7,22,1.225649
1,48,7,75,1.226391
1,48,7,19,1.230632
1,49,7,37,1.144261
1,49,7,39,1.167721
1,49,7,36,1.187415
1,49,7,20,1.217385
1,49,7,55,1.217799
1,50,7,41,1.22142
1,50,7,39,1.234723
1,50,7,40,1.235471
1,50,7,36,1.261007
1,50,7,54,1.261986
1,51,7,39,1.246062
1,51,7,37,1.2492
1,51,7,40,1.249477
1,51,7,24,1.249986
1,51,7,25,1.250202
1,52,3,31,1.325348
1,52,4,17,1.329576
1,52,8,16,1.334786
1,52,7,18,1.360746
1,52,8,31,1.375342
1,53,8,19,1.344599
1,53,7,18,1.374063
1,53,8,21,1.381455
1,53,7,19,1.399645
1,53,8,16,1.403646
1,54,7,54,1.339047
1,54,7,75,1.38348
1,54,7,21,1.384964
1,54,7,19,1.392761
1,54,7,18,1.398564
1,55,7,75,1.296444
1,55,7,38,1.300331
1,55,7,39,1.331049
1,55,7,21,1.336042
1,55,7,20,1.337019
1,56,7,75,1.314272
1,56,7,21,1.336048
1,56,5,24,1.33782
1,56,7,20,1.340424
1,56,4,14,1.343688
1,57,4,14,1.521825
1,57,10,27,1.560278
1,57,10,52,1.565855
1,57,10,51,1.62524
1,57,10,50,1.68303
1,58,10,27,1.611519
1,58,10,40,1.720582
1,58,10,34,1.742074
1,58,4,21,1.783043
1,58,9,21,1.819261
1,59,10,35,1.313477
1,59,10,50,1.330229
